name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;394;0;253;3149;1076;3149;1099;0
header;247;171;247;209;1886;209;1886;171
A;1056;234;1056;262;1079;262;1079;234
C;920;468;920;488;934;488;934;468
B;511;469;511;487;525;487;525;469
B;1054;911;1054;940;1078;940;1078;911
C;1051;1585;1051;1615;1072;1615;1072;1585
B;630;2024;630;2039;651;2039;651;2024
A;801;2139;801;2145;806;2145;806;2139
A;562;2174;562;2180;567;2180;567;2174
B;357;2270;357;2284;379;2284;379;2270
C;963;2729;963;2755;979;2755;979;2729
A;520;2779;520;2783;549;2783;549;2779
